User[all-users],GestureType[all-gesture-types],RandomIteration[1to10],#ofTrainingExample[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
94,N,1,9,32,94-D05-1;94-D02-1;94-H02-1;94-I01-1;94-I08-1;94-I10-1;94-N10-1;94-N06-1;94-P09-1;94-P04-1;94-T06-1;94-T08-1;94-X09-1;94-X07-1;94-arrowhead08-1;94-arrowhead04-1;94-asterisk07-1;94-asterisk06-1;94-exclamation_point02-1;94-exclamation_point03-1;94-five_point_star08-1;94-five_point_star03-1;94-half_note02-1;94-half_note08-1;94-line09-1;94-line02-1;94-null02-1;94-null09-1;94-pitchfork05-1;94-six_point_star01-1;94-six_point_star03-1;94-six_point_star03-1;,94-N03,N,1,0.907082,94-N10,N10;0.907082;N10;0.899704;N06;0.873991;N06;0.853949;I01;0.798236;I10;0.79622;I10;0.785394;I01;0.770556;I08;0.769399;I08;0.763322;I01;0.697161;N06;0.69124;I10;0.688756;I01;0.687219;I08;0.686453;H02;0.671885;I10;0.670046;I08;0.668389;I10;0.666002;H02;0.664579;N10;0.65867;I01;0.65501;I10;0.644589;N06;0.64029;H02;0.638666;I01;0.637416;I08;0.637382;N10;0.637085;I08;0.636622;H02;0.626578;I08;0.624114;N06;0.62315;I08;0.614149;I10;0.607576;I10;0.607342;I01;0.607167;H02;0.603317;P04;0.602605;I10;0.600796;P04;0.598548;I01;0.598178;N06;0.597407;I01;0.597374;I10;0.595248;N10;0.593302;I01;0.588987;D02;0.58398;N06;0.583227;N10;0.57998;N10;0.579868;
94,N,2,9,32,94-D10-2;94-D08-2;94-H06-2;94-H08-2;94-I02-2;94-I10-2;94-N03-2;94-N06-2;94-P05-2;94-P03-2;94-T07-2;94-T03-2;94-X06-2;94-X03-2;94-asterisk01-2;94-arrowhead07-2;94-asterisk10-2;94-asterisk04-2;94-exclamation_point09-2;94-exclamation_point06-2;94-five_point_star08-2;94-five_point_star08-2;94-line01-2;94-half_note06-2;94-line04-2;94-line03-2;94-null08-2;94-null02-2;94-pitchfork08-2;94-pitchfork07-2;94-six_point_star09-2;94-six_point_star10-2;,94-N10,N,1,0.907082,94-N03,N03;0.907082;N03;0.902972;N06;0.888806;N06;0.832277;I10;0.752617;I10;0.746465;I02;0.728157;I02;0.716883;asterisk10;0.709554;N06;0.686021;N03;0.68579;N06;0.679089;N06;0.672149;asterisk01;0.664901;H06;0.664458;I02;0.661632;H06;0.658486;I02;0.65616;I10;0.655771;asterisk04;0.655659;exclamation_point09;0.653112;exclamation_point09;0.653112;exclamation_point09;0.653112;exclamation_point09;0.653112;exclamation_point09;0.653112;exclamation_point09;0.653112;exclamation_point09;0.653112;exclamation_point09;0.653112;asterisk10;0.653061;I10;0.646305;asterisk10;0.637859;H08;0.637027;I10;0.63689;I10;0.636666;N03;0.633931;I02;0.633683;N03;0.633097;half_note06;0.626542;I02;0.622802;H06;0.620337;asterisk04;0.613851;asterisk10;0.61142;H06;0.611331;I02;0.60783;I02;0.607192;P03;0.606846;I10;0.602352;H08;0.599587;N03;0.597682;N06;0.596934;
95,D,1,1,32,95-D04-1;95-D04-1;95-H10-1;95-H03-1;95-I04-1;95-N01-1;95-N07-1;95-N09-1;95-P07-1;95-P02-1;95-X01-1;95-T03-1;95-X08-1;95-X04-1;95-arrowhead10-1;95-arrowhead02-1;95-asterisk07-1;95-asterisk04-1;95-exclamation_point06-1;95-exclamation_point05-1;95-five_point_star07-1;95-five_point_star08-1;95-half_note04-1;95-half_note02-1;95-line05-1;95-line03-1;95-null10-1;95-null02-1;95-pitchfork03-1;95-pitchfork10-1;95-six_point_star09-1;95-six_point_star10-1;,95-D04,D,1,0.998592,95-D04,D04;0.998592;D04;0.998592;N09;0.823756;N09;0.798262;N01;0.792831;N07;0.788703;P02;0.787173;N07;0.786827;I04;0.759219;N01;0.756576;X08;0.737983;X08;0.736626;H10;0.732746;N01;0.730462;H03;0.727114;H03;0.711699;N07;0.705185;H10;0.703987;I04;0.701441;H03;0.698903;N01;0.697738;I04;0.690634;I04;0.689514;H03;0.685978;H10;0.682833;H10;0.680408;H03;0.674458;asterisk07;0.673403;H03;0.671529;N09;0.664545;asterisk04;0.662577;N07;0.661952;I04;0.658911;P07;0.654821;asterisk04;0.648966;asterisk07;0.646146;X08;0.634905;X08;0.633232;asterisk07;0.629288;N09;0.629216;asterisk04;0.626327;asterisk04;0.621659;H10;0.621261;I04;0.619241;asterisk07;0.61771;N01;0.615669;H10;0.612074;asterisk07;0.609603;half_note02;0.608176;N07;0.605521;
95,five_point_star,2,1,32,95-H01-2;95-D06-2;95-H02-2;95-H03-2;95-I10-2;95-N01-2;95-P01-2;95-N10-2;95-P02-2;95-P07-2;95-T07-2;95-T08-2;95-X09-2;95-X02-2;95-arrowhead07-2;95-arrowhead03-2;95-asterisk04-2;95-asterisk06-2;95-exclamation_point07-2;95-five_point_star01-2;95-five_point_star04-2;95-five_point_star05-2;95-half_note08-2;95-half_note10-2;95-line06-2;95-line07-2;95-null02-2;95-null03-2;95-pitchfork03-2;95-pitchfork05-2;95-six_point_star02-2;95-six_point_star09-2;,95-five_point_star09,five_point_star,1,0.925297,95-five_point_star01,five_point_star01;0.925297;five_point_star05;0.897472;five_point_star05;0.897472;five_point_star05;0.866302;five_point_star05;0.866302;five_point_star04;0.833618;five_point_star04;0.833618;five_point_star04;0.833618;five_point_star04;0.833618;five_point_star04;0.833618;five_point_star04;0.833618;five_point_star04;0.833618;five_point_star04;0.833618;asterisk04;0.82632;asterisk04;0.815665;six_point_star02;0.766935;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;five_point_star04;0.765318;H02;0.758154;H03;0.757807;H02;0.756195;H03;0.736712;asterisk06;0.733722;asterisk04;0.730286;H01;0.726988;asterisk04;0.723975;asterisk06;0.722419;asterisk04;0.722081;I10;0.72073;asterisk06;0.719269;six_point_star09;0.709135;asterisk04;0.683757;N01;0.682546;asterisk06;0.675352;asterisk04;0.674998;N01;0.670774;
95,line,1,2,32,95-D06-1;95-D04-1;95-H02-1;95-H04-1;95-I06-1;95-I10-1;95-N03-1;95-N10-1;95-P04-1;95-P07-1;95-T09-1;95-T10-1;95-X09-1;95-X03-1;95-asterisk01-1;95-arrowhead04-1;95-asterisk08-1;95-asterisk03-1;95-exclamation_point05-1;95-exclamation_point03-1;95-five_point_star09-1;95-five_point_star07-1;95-half_note02-1;95-half_note02-1;95-line07-1;95-line05-1;95-null05-1;95-null05-1;95-pitchfork08-1;95-pitchfork09-1;95-six_point_star10-1;95-six_point_star06-1;,95-line02,line,1,0.995255,95-line05,line05;0.995255;line07;0.993646;line05;0.9933;line07;0.992222;exclamation_point05;0.99039;exclamation_point05;0.988673;exclamation_point05;0.986458;exclamation_point05;0.984821;exclamation_point03;0.971908;exclamation_point03;0.970198;exclamation_point03;0.964952;exclamation_point03;0.963345;half_note02;0.850734;half_note02;0.850734;half_note02;0.774593;half_note02;0.774593;exclamation_point05;0.75505;exclamation_point05;0.752418;exclamation_point03;0.731597;exclamation_point03;0.73;H04;0.722496;arrowhead04;0.693694;arrowhead04;0.683514;I10;0.6793;I10;0.67326;T10;0.664378;T10;0.661018;T09;0.658613;I10;0.653039;I10;0.651986;P04;0.649965;H04;0.6472;T10;0.636118;I10;0.63511;T09;0.628466;pitchfork08;0.627902;T09;0.600386;pitchfork08;0.597621;T10;0.589833;pitchfork09;0.583932;arrowhead04;0.579872;I10;0.579604;T09;0.575926;T10;0.570451;pitchfork08;0.566645;T09;0.565644;I10;0.562953;asterisk03;0.557491;I10;0.554991;H04;0.554446;
95,N,2,2,32,95-D10-2;95-D04-2;95-H03-2;95-H10-2;95-I08-2;95-I05-2;95-N02-2;95-P01-2;95-P04-2;95-P04-2;95-T04-2;95-T03-2;95-X05-2;95-X06-2;95-arrowhead10-2;95-arrowhead09-2;95-asterisk07-2;95-asterisk10-2;95-exclamation_point09-2;95-exclamation_point10-2;95-five_point_star10-2;95-five_point_star09-2;95-half_note02-2;95-half_note03-2;95-line10-2;95-line08-2;95-null05-2;95-null09-2;95-pitchfork04-2;95-pitchfork09-2;95-six_point_star06-2;95-six_point_star10-2;,95-N05,N,1,0.936374,95-N02,N02;0.936374;N02;0.821064;I05;0.779713;I05;0.757313;N02;0.755554;H10;0.737622;H10;0.732985;H03;0.702893;I08;0.69564;I05;0.694008;I05;0.693764;H10;0.686335;H03;0.68631;I05;0.685791;H03;0.685361;exclamation_point09;0.682824;I08;0.682614;I05;0.681003;H10;0.675001;H10;0.674784;H03;0.673549;I08;0.672413;I08;0.665773;H10;0.664739;H10;0.661098;asterisk07;0.660262;H10;0.660136;N02;0.657178;I08;0.655895;I08;0.649197;H03;0.64757;I05;0.642422;H03;0.642249;N02;0.639591;I08;0.637512;H03;0.633526;N02;0.627247;H03;0.623424;N02;0.620646;I05;0.618492;I05;0.616643;I08;0.615066;I08;0.610517;H03;0.609156;H03;0.607318;H03;0.602057;I05;0.595421;I05;0.594533;H03;0.59425;H10;0.593483;
95,pitchfork,1,3,32,95-H01-1;95-D04-1;95-H07-1;95-H02-1;95-I02-1;95-I04-1;95-N02-1;95-N07-1;95-P10-1;95-P05-1;95-T02-1;95-T09-1;95-X09-1;95-X10-1;95-arrowhead05-1;95-arrowhead07-1;95-exclamation_point01-1;95-exclamation_point01-1;95-exclamation_point03-1;95-exclamation_point09-1;95-five_point_star06-1;95-five_point_star06-1;95-half_note02-1;95-half_note04-1;95-line04-1;95-line03-1;95-null10-1;95-null06-1;95-pitchfork05-1;95-pitchfork03-1;95-six_point_star10-1;95-six_point_star04-1;,95-pitchfork09,pitchfork,1,0.936250,95-pitchfork05,pitchfork05;0.93625;pitchfork03;0.900693;T09;0.820505;X09;0.779264;X10;0.771964;arrowhead05;0.740366;arrowhead07;0.734069;X09;0.724522;T02;0.724107;X10;0.706288;null10;0.690973;X09;0.679596;X10;0.678695;null10;0.677203;H01;0.663842;H01;0.655975;null06;0.655551;I02;0.637413;N07;0.635929;I02;0.634293;H02;0.62102;H07;0.619966;H02;0.619294;I02;0.618553;N02;0.617532;N02;0.61716;I02;0.61631;I02;0.614576;N02;0.613075;N07;0.612996;H07;0.610441;I02;0.608044;I04;0.607095;H02;0.606077;six_point_star10;0.605042;I04;0.6037;N07;0.603629;H07;0.602224;six_point_star04;0.60208;H02;0.599685;H01;0.599256;I04;0.596128;exclamation_point09;0.593835;H07;0.593568;N07;0.590723;I04;0.590671;I02;0.590192;H02;0.588355;I04;0.588028;N02;0.587825;
95,pitchfork,2,3,32,95-D04-2;95-D05-2;95-H09-2;95-H06-2;95-I07-2;95-I02-2;95-N06-2;95-P01-2;95-P07-2;95-P09-2;95-T09-2;95-T06-2;95-X09-2;95-X03-2;95-arrowhead08-2;95-arrowhead06-2;95-asterisk02-2;95-asterisk07-2;95-five_point_star01-2;95-exclamation_point03-2;95-five_point_star02-2;95-five_point_star04-2;95-half_note08-2;95-half_note02-2;95-line05-2;95-null01-2;95-pitchfork01-2;95-null05-2;95-pitchfork02-2;95-pitchfork04-2;95-six_point_star09-2;95-six_point_star10-2;,95-pitchfork07,pitchfork,1,0.905601,95-pitchfork02,pitchfork02;0.905601;pitchfork04;0.859083;pitchfork01;0.852611;pitchfork01;0.841971;pitchfork02;0.824173;T09;0.811805;X03;0.792002;T06;0.774502;X09;0.772066;X09;0.76554;arrowhead06;0.741322;X03;0.729906;pitchfork04;0.718157;X09;0.712237;X03;0.701605;X03;0.700937;null01;0.677945;X09;0.673376;null01;0.652543;I02;0.64718;null05;0.641283;N06;0.640515;null05;0.636842;N06;0.636296;pitchfork04;0.622111;N06;0.619539;I07;0.616046;I07;0.615026;I07;0.611187;I07;0.610959;I07;0.610944;I07;0.610857;I07;0.610522;I07;0.610227;I02;0.609801;I07;0.609525;I02;0.609156;line05;0.60849;H06;0.608315;I07;0.607641;I07;0.60758;I07;0.607444;I07;0.607301;I02;0.607092;I07;0.606226;I07;0.604815;exclamation_point03;0.604743;I07;0.604578;line05;0.603703;half_note08;0.601518;
95,X,1,4,32,95-D05-1;95-D02-1;95-H09-1;95-H02-1;95-I02-1;95-I06-1;95-N09-1;95-N04-1;95-P02-1;95-P06-1;95-T10-1;95-X01-1;95-X03-1;95-X07-1;95-arrowhead04-1;95-arrowhead03-1;95-asterisk06-1;95-asterisk05-1;95-exclamation_point06-1;95-exclamation_point05-1;95-five_point_star04-1;95-five_point_star02-1;95-half_note03-1;95-half_note03-1;95-line10-1;95-line02-1;95-null06-1;95-null03-1;95-pitchfork05-1;95-pitchfork03-1;95-six_point_star09-1;95-six_point_star03-1;,95-X04,X,1,0.924573,95-X03,X03;0.924573;X03;0.912301;X01;0.894567;X07;0.875937;X07;0.872625;X07;0.870882;X01;0.868925;X01;0.860667;X07;0.856682;X01;0.845474;X03;0.820682;X03;0.787692;half_note03;0.785871;half_note03;0.785871;half_note03;0.785438;half_note03;0.785438;pitchfork03;0.780877;pitchfork05;0.76584;H02;0.757761;half_note03;0.752506;half_note03;0.752506;half_note03;0.752496;half_note03;0.752496;H09;0.752325;pitchfork05;0.746103;pitchfork03;0.728254;pitchfork05;0.718336;H02;0.709112;N04;0.703623;T10;0.700432;N04;0.694006;arrowhead03;0.689655;N09;0.688402;H09;0.687094;exclamation_point06;0.684698;T10;0.680828;exclamation_point06;0.679742;arrowhead04;0.676136;arrowhead04;0.67539;pitchfork03;0.669821;N09;0.669016;arrowhead03;0.668407;asterisk06;0.667873;pitchfork03;0.666695;asterisk05;0.657485;asterisk05;0.654501;D05;0.654232;half_note03;0.647204;half_note03;0.647204;half_note03;0.646709;
95,pitchfork,2,4,32,95-D02-2;95-D08-2;95-H10-2;95-H02-2;95-I06-2;95-I09-2;95-N08-2;95-N09-2;95-P02-2;95-P09-2;95-T07-2;95-T09-2;95-X10-2;95-X07-2;95-arrowhead10-2;95-arrowhead06-2;95-asterisk04-2;95-asterisk02-2;95-exclamation_point07-2;95-exclamation_point09-2;95-five_point_star09-2;95-five_point_star06-2;95-half_note06-2;95-half_note07-2;95-line06-2;95-line10-2;95-null08-2;95-null08-2;95-pitchfork05-2;95-pitchfork08-2;95-six_point_star05-2;95-six_point_star07-2;,95-pitchfork10,pitchfork,1,0.864479,95-pitchfork05,pitchfork05;0.864479;pitchfork05;0.834311;T09;0.829613;T07;0.813184;pitchfork08;0.796992;arrowhead10;0.783843;X10;0.774826;arrowhead06;0.769243;X10;0.753518;pitchfork08;0.749538;X07;0.7355;X07;0.725858;X07;0.713401;X07;0.710226;X10;0.679858;null08;0.676261;null08;0.676261;X10;0.667483;I09;0.66115;I09;0.656732;I09;0.65011;null08;0.648986;null08;0.648986;I06;0.648957;I09;0.64445;N09;0.639209;N08;0.635393;H10;0.63046;H02;0.629358;I06;0.628763;H10;0.62464;exclamation_point07;0.62361;exclamation_point07;0.621274;H10;0.620457;N09;0.619989;I06;0.619673;H02;0.61915;I06;0.61894;N08;0.618891;N09;0.618166;N08;0.615836;H02;0.610545;I06;0.608268;N08;0.606077;exclamation_point09;0.60525;line06;0.60427;line10;0.603016;exclamation_point09;0.602179;N08;0.601598;exclamation_point09;0.600976;
95,I,1,5,32,95-D08-1;95-D06-1;95-I01-1;95-I01-1;95-I09-1;95-I09-1;95-N03-1;95-N09-1;95-P03-1;95-P02-1;95-T03-1;95-T03-1;95-X09-1;95-X02-1;95-asterisk01-1;95-arrowhead06-1;95-asterisk07-1;95-asterisk10-1;95-exclamation_point03-1;95-exclamation_point03-1;95-five_point_star09-1;95-five_point_star04-1;95-half_note04-1;95-half_note10-1;95-line05-1;95-line04-1;95-null04-1;95-null10-1;95-pitchfork05-1;95-pitchfork03-1;95-six_point_star03-1;95-six_point_star02-1;,95-I08,I,1,0.855798,95-I09,I09;0.855798;I09;0.855798;I01;0.82943;I01;0.82943;N03;0.706677;N03;0.656356;I09;0.648945;I09;0.648945;N09;0.648111;I09;0.647674;I09;0.647674;I01;0.639217;I01;0.639217;N09;0.636016;N09;0.633022;N09;0.621473;I01;0.6153;I01;0.6153;pitchfork03;0.603402;N03;0.603284;I01;0.59726;I01;0.59726;N03;0.596967;pitchfork05;0.596713;asterisk10;0.593407;I09;0.590583;I09;0.590583;N03;0.584468;I09;0.584453;I09;0.584453;asterisk01;0.582941;asterisk10;0.581284;I01;0.574453;I01;0.574453;N03;0.573511;asterisk10;0.572044;six_point_star03;0.568026;I01;0.565076;I01;0.565076;asterisk01;0.565073;exclamation_point03;0.559292;exclamation_point03;0.559292;I09;0.55893;I09;0.55893;exclamation_point03;0.558738;exclamation_point03;0.558738;asterisk10;0.558392;line04;0.558247;I01;0.558054;I01;0.558054;
95,six_point_star,2,5,32,95-D06-2;95-D07-2;95-H04-2;95-H04-2;95-I02-2;95-I08-2;95-N10-2;95-N06-2;95-P03-2;95-P05-2;95-T05-2;95-T06-2;95-X08-2;95-X02-2;95-arrowhead03-2;95-arrowhead07-2;95-asterisk02-2;95-exclamation_point01-2;95-exclamation_point09-2;95-exclamation_point08-2;95-five_point_star04-2;95-half_note01-2;95-half_note10-2;95-half_note09-2;95-line09-2;95-line05-2;95-null06-2;95-null06-2;95-pitchfork05-2;95-pitchfork04-2;95-six_point_star03-2;95-six_point_star08-2;,95-six_point_star02,six_point_star,1,0.906032,95-six_point_star08,six_point_star08;0.906032;six_point_star03;0.862756;X08;0.699735;X08;0.687658;null06;0.666607;null06;0.666607;N06;0.661573;N06;0.656208;X08;0.649125;X08;0.648576;N06;0.647908;N06;0.645638;null06;0.643142;null06;0.643142;I08;0.641647;N10;0.640875;six_point_star03;0.637592;pitchfork04;0.63639;pitchfork05;0.62968;X08;0.628368;six_point_star08;0.626763;X08;0.622897;N06;0.622465;N06;0.618984;N10;0.61625;I08;0.616232;I08;0.612708;six_point_star08;0.608232;N10;0.607367;X08;0.607015;X08;0.606246;H04;0.606194;H04;0.606194;I02;0.603326;I02;0.603093;I08;0.598776;asterisk02;0.597609;six_point_star03;0.593503;I02;0.593344;six_point_star08;0.592811;I02;0.591772;I08;0.591133;H04;0.586853;H04;0.586853;I02;0.583794;asterisk02;0.581592;five_point_star04;0.581346;five_point_star04;0.581346;five_point_star04;0.581346;five_point_star04;0.581346;
95,half_note,1,6,32,95-D09-1;95-D02-1;95-H04-1;95-H04-1;95-N01-1;95-N01-1;95-N10-1;95-N02-1;95-P07-1;95-P10-1;95-T09-1;95-T04-1;95-arrowhead01-1;95-arrowhead01-1;95-arrowhead02-1;95-arrowhead06-1;95-asterisk05-1;95-asterisk09-1;95-exclamation_point06-1;95-exclamation_point03-1;95-five_point_star07-1;95-five_point_star09-1;95-half_note09-1;95-half_note04-1;95-line03-1;95-line05-1;95-null07-1;95-null03-1;95-pitchfork07-1;95-pitchfork06-1;95-six_point_star09-1;95-six_point_star05-1;,95-half_note03,H,0,0.644507,95-H04,H04;0.644507;H04;0.644507;H04;0.638463;H04;0.638463;arrowhead06;0.50096;arrowhead01;0.471133;arrowhead01;0.471133;H04;0.450599;H04;0.450599;H04;0.438328;H04;0.438328;arrowhead06;0.420548;arrowhead01;0.410632;arrowhead01;0.410632;arrowhead02;0.396091;D02;0.375795;D09;0.370999;H04;0.353093;H04;0.353093;P07;0.325085;P10;0.32143;P07;0.304044;D02;0.285491;D09;0.275998;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;
95,exclamation_point,2,6,32,95-D02-2;95-D03-2;95-H05-2;95-H10-2;95-I04-2;95-N01-2;95-N02-2;95-N03-2;95-T01-2;95-P06-2;95-T06-2;95-T05-2;95-X09-2;95-X07-2;95-arrowhead04-2;95-arrowhead02-2;95-asterisk04-2;95-asterisk06-2;95-exclamation_point06-2;95-exclamation_point05-2;95-five_point_star02-2;95-five_point_star09-2;95-half_note09-2;95-line01-2;95-line05-2;95-line05-2;95-pitchfork01-2;95-null08-2;95-six_point_star01-2;95-pitchfork05-2;95-six_point_star10-2;95-six_point_star06-2;,95-exclamation_point03,exclamation_point,1,0.979479,95-exclamation_point06,exclamation_point06;0.979479;exclamation_point06;0.975122;exclamation_point05;0.971152;exclamation_point05;0.970835;line05;0.968835;line05;0.968835;line01;0.967987;line05;0.964097;line05;0.964097;exclamation_point05;0.96182;exclamation_point05;0.961506;line01;0.961403;exclamation_point06;0.955489;exclamation_point06;0.953476;exclamation_point05;0.753736;exclamation_point05;0.751196;H05;0.715534;H10;0.709861;I04;0.707634;arrowhead02;0.703919;I04;0.700727;exclamation_point06;0.700499;N01;0.700355;exclamation_point06;0.697048;arrowhead04;0.695313;N01;0.693416;H10;0.692628;N01;0.692627;H05;0.690001;H10;0.689955;I04;0.689282;H05;0.687454;I04;0.686317;H10;0.68396;N01;0.680109;arrowhead04;0.673468;N03;0.672261;T06;0.668653;N02;0.667917;arrowhead02;0.663639;T05;0.657739;N03;0.656663;N01;0.654761;N01;0.651133;T01;0.650533;N02;0.647808;T06;0.646571;N01;0.646529;N01;0.644323;T05;0.634791;
95,half_note,1,7,32,95-D07-1;95-D07-1;95-H08-1;95-H07-1;95-I03-1;95-I06-1;95-P01-1;95-N02-1;95-P06-1;95-P07-1;95-T04-1;95-X01-1;95-X06-1;95-X06-1;95-arrowhead03-1;95-arrowhead10-1;95-asterisk07-1;95-asterisk10-1;95-exclamation_point02-1;95-exclamation_point05-1;95-five_point_star07-1;95-five_point_star04-1;95-half_note02-1;95-half_note07-1;95-line02-1;95-line08-1;95-null02-1;95-null02-1;95-six_point_star01-1;95-pitchfork10-1;95-six_point_star08-1;95-six_point_star06-1;,95-half_note06,half_note,1,0.933123,95-half_note07,half_note07;0.933123;P06;0.839521;N02;0.789295;P01;0.750052;arrowhead10;0.748103;half_note02;0.744413;T04;0.743559;H07;0.724881;I03;0.718535;half_note07;0.709345;I06;0.708823;I06;0.702214;N02;0.699892;H07;0.699703;P07;0.695775;I03;0.690514;I03;0.688537;half_note02;0.686541;I06;0.684917;D07;0.678261;D07;0.678261;I03;0.678059;N02;0.675279;I03;0.673839;H07;0.67131;H08;0.670088;I03;0.669889;asterisk07;0.669249;arrowhead10;0.665858;I06;0.661905;I06;0.660391;N02;0.66024;H08;0.65881;P06;0.651069;N02;0.65042;H08;0.649413;I06;0.647884;I03;0.639746;I03;0.638672;H07;0.63639;I06;0.636091;H07;0.634294;H07;0.63031;X06;0.628906;X06;0.628906;H08;0.628104;exclamation_point02;0.627396;exclamation_point02;0.627396;exclamation_point02;0.627396;exclamation_point02;0.627396;
95,pitchfork,2,7,32,95-D02-2;95-D09-2;95-H03-2;95-H10-2;95-I07-2;95-N01-2;95-N07-2;95-N09-2;95-T01-2;95-P09-2;95-T10-2;95-X01-2;95-X05-2;95-arrowhead01-2;95-arrowhead03-2;95-arrowhead10-2;95-asterisk02-2;95-asterisk09-2;95-exclamation_point03-2;95-exclamation_point05-2;95-five_point_star09-2;95-half_note01-2;95-half_note06-2;95-half_note10-2;95-line09-2;95-null01-2;95-null05-2;95-null07-2;95-pitchfork10-2;95-pitchfork02-2;95-six_point_star07-2;95-six_point_star02-2;,95-pitchfork10,pitchfork,1,0.998911,95-pitchfork10,pitchfork10;0.998911;pitchfork02;0.842866;pitchfork02;0.841816;T01;0.824116;pitchfork10;0.798305;arrowhead10;0.783843;T10;0.774772;X01;0.774209;X05;0.750699;arrowhead03;0.745604;arrowhead01;0.736519;X01;0.732345;X05;0.728212;X01;0.705874;X05;0.698142;X05;0.689558;X01;0.675685;null01;0.672128;I07;0.664925;I07;0.664789;I07;0.658397;I07;0.657979;I07;0.654544;I07;0.654008;null05;0.64571;N01;0.644311;I07;0.642425;I07;0.641791;N09;0.639209;I07;0.637706;I07;0.632779;I07;0.632619;N01;0.63184;I07;0.631188;H10;0.63046;I07;0.62954;I07;0.629321;I07;0.628516;I07;0.628221;I07;0.627342;I07;0.625682;H10;0.62464;null05;0.623942;exclamation_point03;0.623073;I07;0.622148;H10;0.620457;exclamation_point03;0.620275;N09;0.619989;I07;0.619372;N09;0.618166;
95,asterisk,1,8,32,95-D03-1;95-D03-1;95-H05-1;95-H04-1;95-I06-1;95-I02-1;95-N05-1;95-N04-1;95-P10-1;95-T01-1;95-T05-1;95-T04-1;95-X10-1;95-X02-1;95-arrowhead08-1;95-arrowhead03-1;95-exclamation_point01-1;95-asterisk10-1;95-exclamation_point04-1;95-five_point_star01-1;95-five_point_star10-1;95-five_point_star06-1;95-half_note08-1;95-half_note10-1;95-line07-1;95-line10-1;95-null06-1;95-null08-1;95-pitchfork09-1;95-six_point_star01-1;95-six_point_star05-1;95-six_point_star03-1;,95-asterisk05,asterisk,1,0.838798,95-asterisk10,asterisk10;0.838798;asterisk10;0.830348;asterisk10;0.810221;asterisk10;0.789396;asterisk10;0.737779;asterisk10;0.734932;asterisk10;0.718589;asterisk10;0.717685;asterisk10;0.714166;asterisk10;0.701665;null08;0.692569;H04;0.672863;H05;0.671496;H05;0.671312;N05;0.661724;N05;0.661154;N04;0.659738;N04;0.646031;null08;0.646028;N04;0.640005;H04;0.636058;six_point_star01;0.63267;asterisk10;0.630722;I02;0.625427;I06;0.619348;asterisk10;0.609107;six_point_star01;0.602037;asterisk10;0.601132;I06;0.599236;null06;0.597395;null06;0.596486;asterisk10;0.595443;N05;0.593227;H05;0.592284;five_point_star10;0.586817;asterisk10;0.580622;six_point_star01;0.578144;H05;0.577168;asterisk10;0.576776;five_point_star06;0.574598;N05;0.573654;N04;0.572588;asterisk10;0.570371;I02;0.569786;N05;0.56914;pitchfork09;0.56479;N05;0.562262;asterisk10;0.560574;N04;0.560026;N04;0.558838;
95,six_point_star,2,8,32,95-D02-2;95-D04-2;95-H06-2;95-H08-2;95-I02-2;95-I07-2;95-N08-2;95-N08-2;95-P02-2;95-P10-2;95-T06-2;95-T07-2;95-X04-2;95-X07-2;95-arrowhead06-2;95-arrowhead10-2;95-asterisk04-2;95-asterisk06-2;95-exclamation_point07-2;95-exclamation_point09-2;95-five_point_star10-2;95-five_point_star03-2;95-half_note09-2;95-half_note05-2;95-line09-2;95-line09-2;95-null06-2;95-null05-2;95-pitchfork02-2;95-six_point_star01-2;95-six_point_star06-2;95-six_point_star10-2;,95-six_point_star01,six_point_star,1,0.998758,95-six_point_star01,six_point_star01;0.998758;six_point_star10;0.876687;six_point_star06;0.8594;six_point_star01;0.7144;H08;0.683624;null05;0.657457;H08;0.647612;six_point_star10;0.64575;I07;0.640222;I02;0.63737;I07;0.636923;I07;0.628689;I07;0.628477;I07;0.628334;I07;0.627329;H08;0.626159;null06;0.618082;six_point_star06;0.616549;pitchfork02;0.615835;H06;0.61466;N08;0.610864;N08;0.610864;H08;0.609693;I07;0.606874;I07;0.606686;N08;0.604923;N08;0.604923;I07;0.604326;I07;0.60429;I07;0.603511;I07;0.601328;I07;0.60072;I07;0.600107;I07;0.599744;N08;0.59903;N08;0.59903;I07;0.598088;asterisk06;0.596572;I07;0.596464;H06;0.595622;I07;0.594735;asterisk04;0.593098;N08;0.592922;N08;0.592922;I02;0.592339;I02;0.591492;I07;0.591295;null05;0.590028;I07;0.589912;I07;0.586776;
