User[all-users],GestureType[all-gesture-types],RandomIteration[1to10],#ofTrainingExample[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
98,line,2,3,48,98-D08-2;98-D05-2;98-D10-2;98-H09-2;98-H02-2;98-H02-2;98-I06-2;98-N01-2;98-I06-2;98-N06-2;98-N10-2;98-N04-2;98-P02-2;98-P04-2;98-P07-2;98-T05-2;98-T06-2;98-T09-2;98-X08-2;98-X03-2;98-arrowhead01-2;98-arrowhead04-2;98-arrowhead07-2;98-arrowhead08-2;98-asterisk04-2;98-asterisk08-2;98-asterisk03-2;98-exclamation_point06-2;98-exclamation_point07-2;98-exclamation_point02-2;98-five_point_star08-2;98-five_point_star06-2;98-five_point_star06-2;98-half_note04-2;98-half_note03-2;98-half_note07-2;98-line09-2;98-line08-2;98-line09-2;98-null09-2;98-null03-2;98-null07-2;98-six_point_star01-2;98-pitchfork04-2;98-six_point_star01-2;98-six_point_star10-2;98-six_point_star06-2;98-six_point_star10-2;,98-line10,line,1,0.988931,98-line09,line09;0.988931;line09;0.988931;line09;0.988917;line09;0.988917;exclamation_point06;0.987675;exclamation_point06;0.984852;exclamation_point07;0.984484;exclamation_point06;0.983181;line08;0.982313;line08;0.98175;exclamation_point07;0.980818;exclamation_point06;0.980257;exclamation_point07;0.979496;exclamation_point07;0.975894;exclamation_point02;0.853759;exclamation_point02;0.853215;I06;0.721381;I06;0.721381;I06;0.720854;I06;0.720854;exclamation_point07;0.718383;exclamation_point07;0.715862;T06;0.714019;arrowhead08;0.709774;arrowhead01;0.700408;arrowhead01;0.699589;T06;0.689984;exclamation_point02;0.687648;exclamation_point02;0.683978;arrowhead08;0.68317;T06;0.678763;exclamation_point06;0.677884;arrowhead07;0.677356;N06;0.676572;exclamation_point06;0.675826;T09;0.672246;T09;0.671091;N10;0.668204;T09;0.667326;N04;0.665558;arrowhead04;0.663694;H09;0.663519;arrowhead01;0.663203;arrowhead01;0.661717;I06;0.661209;I06;0.661209;T05;0.660182;N04;0.660021;H09;0.657283;arrowhead07;0.656719;
98,arrowhead,3,3,48,98-H01-3;98-H01-3;98-D08-3;98-H06-3;98-H06-3;98-H03-3;98-I02-3;98-I10-3;98-I05-3;98-N05-3;98-N06-3;98-N07-3;98-P02-3;98-P06-3;98-P06-3;98-T06-3;98-T03-3;98-T04-3;98-X09-3;98-arrowhead01-3;98-X07-3;98-arrowhead04-3;98-asterisk01-3;98-arrowhead07-3;98-exclamation_point01-3;98-asterisk06-3;98-asterisk02-3;98-exclamation_point04-3;98-exclamation_point06-3;98-exclamation_point09-3;98-half_note01-3;98-five_point_star09-3;98-five_point_star08-3;98-half_note07-3;98-half_note08-3;98-half_note10-3;98-line03-3;98-null01-3;98-line09-3;98-null06-3;98-null04-3;98-null02-3;98-pitchfork09-3;98-pitchfork07-3;98-pitchfork10-3;98-six_point_star10-3;98-six_point_star02-3;98-six_point_star06-3;,98-arrowhead04,arrowhead,1,0.998927,98-arrowhead04,arrowhead04;0.998927;arrowhead07;0.880482;arrowhead01;0.861295;arrowhead01;0.856423;T04;0.847119;T03;0.844728;T06;0.836591;X07;0.790387;H03;0.751107;X09;0.745389;pitchfork07;0.738093;pitchfork10;0.736547;exclamation_point04;0.734373;exclamation_point04;0.734373;exclamation_point04;0.734373;exclamation_point04;0.734373;exclamation_point04;0.734373;exclamation_point04;0.734373;exclamation_point04;0.734373;exclamation_point04;0.734373;exclamation_point06;0.723702;exclamation_point06;0.722364;exclamation_point01;0.721075;T04;0.721055;X09;0.720558;exclamation_point01;0.720306;H06;0.715238;H06;0.715238;H01;0.709803;H01;0.709803;pitchfork09;0.708719;exclamation_point09;0.707707;exclamation_point09;0.704955;X07;0.703559;H01;0.70102;H01;0.70102;X09;0.695974;H03;0.692412;T03;0.689864;exclamation_point04;0.681605;exclamation_point04;0.681605;exclamation_point04;0.681605;exclamation_point04;0.681605;exclamation_point04;0.681605;exclamation_point04;0.681605;exclamation_point04;0.681605;exclamation_point04;0.681605;X07;0.677471;exclamation_point01;0.673678;exclamation_point01;0.67208;
98,six_point_star,4,3,48,98-D10-4;98-D09-4;98-D06-4;98-H08-4;98-I01-4;98-H06-4;98-N01-4;98-I04-4;98-I04-4;98-N05-4;98-N03-4;98-N09-4;98-P04-4;98-P08-4;98-P10-4;98-T03-4;98-T03-4;98-T07-4;98-X07-4;98-arrowhead01-4;98-X02-4;98-arrowhead07-4;98-asterisk01-4;98-arrowhead10-4;98-exclamation_point01-4;98-asterisk09-4;98-asterisk05-4;98-exclamation_point08-4;98-exclamation_point07-4;98-exclamation_point06-4;98-half_note01-4;98-five_point_star05-4;98-half_note01-4;98-half_note10-4;98-half_note05-4;98-half_note07-4;98-line06-4;98-line02-4;98-line04-4;98-null03-4;98-null09-4;98-null03-4;98-pitchfork08-4;98-pitchfork09-4;98-pitchfork09-4;98-six_point_star08-4;98-six_point_star08-4;98-six_point_star09-4;,98-six_point_star08,six_point_star,1,0.998781,98-six_point_star08,six_point_star08;0.998781;six_point_star08;0.998781;six_point_star09;0.93612;six_point_star08;0.705188;six_point_star08;0.705188;N05;0.695566;N09;0.692699;H08;0.68513;N09;0.684062;asterisk01;0.6726;N05;0.672213;I04;0.664746;I04;0.664746;six_point_star09;0.662328;N03;0.654188;H06;0.650891;I01;0.646147;N05;0.635981;N09;0.632695;H06;0.63187;I01;0.631569;N09;0.624428;H06;0.614732;N05;0.613865;N01;0.607072;N01;0.605551;asterisk05;0.60338;asterisk05;0.60323;six_point_star09;0.600348;H08;0.598394;N01;0.59627;five_point_star05;0.595206;asterisk09;0.593273;asterisk09;0.592423;N03;0.592204;asterisk01;0.590709;asterisk09;0.589822;D06;0.588894;arrowhead01;0.588467;asterisk09;0.587793;asterisk05;0.587003;arrowhead01;0.585235;asterisk01;0.583951;H06;0.577649;six_point_star08;0.577168;six_point_star08;0.577168;I04;0.576998;I04;0.576998;asterisk09;0.57637;six_point_star09;0.575926;
98,null,5,3,48,98-D05-5;98-D09-5;98-D07-5;98-H05-5;98-H02-5;98-H05-5;98-I09-5;98-I08-5;98-I10-5;98-N02-5;98-N05-5;98-N03-5;98-P10-5;98-P05-5;98-P04-5;98-T08-5;98-T02-5;98-T07-5;98-arrowhead01-5;98-X08-5;98-X03-5;98-arrowhead10-5;98-arrowhead02-5;98-arrowhead05-5;98-asterisk08-5;98-asterisk06-5;98-asterisk02-5;98-exclamation_point03-5;98-exclamation_point06-5;98-exclamation_point04-5;98-five_point_star04-5;98-five_point_star10-5;98-five_point_star10-5;98-half_note07-5;98-half_note10-5;98-half_note09-5;98-line09-5;98-line07-5;98-line07-5;98-null07-5;98-null07-5;98-null06-5;98-pitchfork10-5;98-pitchfork09-5;98-pitchfork08-5;98-six_point_star04-5;98-six_point_star06-5;98-six_point_star05-5;,98-null09,null,1,0.919925,98-null07,null07;0.919925;null07;0.919925;null06;0.892828;pitchfork10;0.722306;pitchfork09;0.717807;N05;0.691767;N05;0.689926;I09;0.668717;I10;0.641003;N05;0.64007;I08;0.636216;I09;0.633939;N05;0.632539;N03;0.623413;I10;0.617689;I09;0.616009;D07;0.615247;N05;0.613974;N05;0.609417;P10;0.606737;I10;0.597768;arrowhead01;0.597588;arrowhead01;0.596915;I08;0.5946;P04;0.593062;N05;0.589511;arrowhead01;0.589454;arrowhead01;0.589097;I10;0.588977;N05;0.585887;N03;0.584872;D09;0.570974;D05;0.559601;I10;0.551415;null07;0.548166;null07;0.548166;arrowhead01;0.542164;arrowhead01;0.537902;I09;0.528937;I08;0.527557;I10;0.526333;I10;0.51871;P05;0.515793;I09;0.50662;I09;0.504664;I10;0.50397;I10;0.498651;I08;0.494047;I10;0.491567;I09;0.491237;
98,five_point_star,6,3,48,98-D07-6;98-D09-6;98-D10-6;98-H03-6;98-H02-6;98-H09-6;98-N01-6;98-I03-6;98-I06-6;98-N08-6;98-N06-6;98-N07-6;98-T01-6;98-P07-6;98-P06-6;98-T05-6;98-T04-6;98-T07-6;98-X05-6;98-X02-6;98-X04-6;98-arrowhead06-6;98-arrowhead02-6;98-arrowhead06-6;98-asterisk08-6;98-asterisk04-6;98-asterisk07-6;98-five_point_star01-6;98-exclamation_point03-6;98-five_point_star01-6;98-half_note01-6;98-five_point_star08-6;98-half_note01-6;98-half_note09-6;98-half_note09-6;98-half_note10-6;98-line09-6;98-line10-6;98-line07-6;98-pitchfork01-6;98-null02-6;98-null06-6;98-pitchfork02-6;98-pitchfork03-6;98-pitchfork07-6;98-six_point_star03-6;98-six_point_star07-6;98-six_point_star04-6;,98-five_point_star02,five_point_star,1,0.924761,98-five_point_star01,five_point_star01;0.924761;five_point_star01;0.924761;asterisk04;0.805944;five_point_star08;0.789775;asterisk07;0.764485;asterisk08;0.760361;I06;0.740677;asterisk04;0.732664;H09;0.728458;H02;0.727471;asterisk07;0.72414;asterisk08;0.720694;asterisk07;0.70801;asterisk08;0.703772;asterisk04;0.701904;H03;0.701523;asterisk04;0.689961;six_point_star07;0.688487;asterisk07;0.688378;I03;0.681469;asterisk04;0.677614;asterisk08;0.675801;asterisk07;0.673864;asterisk04;0.673589;H09;0.667569;six_point_star04;0.666703;six_point_star03;0.66654;I03;0.663557;N07;0.662393;asterisk07;0.661503;I06;0.66086;asterisk04;0.656584;N08;0.656325;N01;0.654273;N07;0.654133;asterisk07;0.653308;N06;0.652965;asterisk08;0.651816;N06;0.651606;asterisk08;0.649331;N06;0.647656;H02;0.647132;N01;0.645968;asterisk07;0.645763;asterisk08;0.64389;N06;0.641625;asterisk08;0.641087;H03;0.639853;N08;0.638321;six_point_star04;0.636904;
98,T,7,3,48,98-H01-7;98-D10-7;98-D03-7;98-H07-7;98-H08-7;98-H10-7;98-I04-7;98-N01-7;98-I02-7;98-N05-7;98-P01-7;98-N06-7;98-P08-7;98-P09-7;98-P10-7;98-T09-7;98-T06-7;98-T04-7;98-X03-7;98-X05-7;98-X05-7;98-arrowhead04-7;98-arrowhead10-7;98-asterisk01-7;98-asterisk06-7;98-asterisk06-7;98-asterisk08-7;98-exclamation_point02-7;98-exclamation_point05-7;98-exclamation_point03-7;98-five_point_star10-7;98-half_note01-7;98-five_point_star09-7;98-half_note06-7;98-half_note03-7;98-half_note02-7;98-null01-7;98-line05-7;98-null01-7;98-null02-7;98-null05-7;98-null08-7;98-pitchfork10-7;98-pitchfork06-7;98-pitchfork08-7;98-six_point_star05-7;98-six_point_star06-7;98-six_point_star10-7;,98-T04,T,1,0.998823,98-T04,T04;0.998823;T09;0.938952;T06;0.899233;arrowhead04;0.799837;arrowhead10;0.746686;arrowhead04;0.721055;X03;0.697785;T04;0.688971;half_note06;0.677918;N01;0.673176;exclamation_point03;0.671003;exclamation_point05;0.670191;pitchfork06;0.669701;exclamation_point05;0.669463;line05;0.669441;exclamation_point03;0.668937;pitchfork10;0.666488;line05;0.664537;exclamation_point05;0.664344;exclamation_point05;0.664204;H01;0.663521;H08;0.66317;exclamation_point03;0.660863;T09;0.659284;exclamation_point03;0.658333;X05;0.65517;X05;0.65517;I02;0.654649;I02;0.652882;H01;0.649895;P01;0.647526;I04;0.645626;P08;0.645172;H10;0.645011;H07;0.643812;T06;0.640015;I04;0.639749;X03;0.639587;H08;0.639098;I02;0.635267;H10;0.632785;T04;0.631653;I04;0.628611;H07;0.627394;X05;0.62362;X05;0.62362;X05;0.617786;X05;0.617786;H10;0.616621;exclamation_point02;0.616082;
98,T,8,3,48,98-D10-8;98-D03-8;98-D04-8;98-H03-8;98-H02-8;98-I01-8;98-I02-8;98-I09-8;98-N01-8;98-N10-8;98-N09-8;98-N09-8;98-P03-8;98-P02-8;98-P03-8;98-T08-8;98-T03-8;98-T09-8;98-X07-8;98-X06-8;98-X02-8;98-arrowhead05-8;98-arrowhead09-8;98-arrowhead09-8;98-asterisk06-8;98-asterisk09-8;98-asterisk05-8;98-exclamation_point08-8;98-five_point_star01-8;98-exclamation_point08-8;98-five_point_star09-8;98-five_point_star07-8;98-five_point_star06-8;98-half_note04-8;98-half_note03-8;98-half_note05-8;98-line04-8;98-line05-8;98-line09-8;98-null02-8;98-null02-8;98-null10-8;98-pitchfork08-8;98-pitchfork10-8;98-pitchfork10-8;98-six_point_star05-8;98-six_point_star10-8;98-six_point_star06-8;,98-T01,T,1,0.907767,98-T03,T03;0.907767;T09;0.883202;T08;0.824034;N01;0.770617;N10;0.754628;N09;0.749098;N09;0.749098;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.71923;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;exclamation_point08;0.718936;P02;0.718843;line09;0.717645;line04;0.717493;line05;0.71321;I02;0.711549;I02;0.69704;H03;0.694417;I09;0.691934;I09;0.687658;I01;0.683139;I09;0.682401;
98,X,9,3,48,98-D10-9;98-D10-9;98-D10-9;98-H06-9;98-H02-9;98-H02-9;98-I07-9;98-I02-9;98-I07-9;98-N03-9;98-N04-9;98-N04-9;98-P04-9;98-P06-9;98-P10-9;98-T09-9;98-T05-9;98-T05-9;98-X05-9;98-X08-9;98-X02-9;98-arrowhead05-9;98-arrowhead04-9;98-asterisk01-9;98-exclamation_point01-9;98-asterisk02-9;98-asterisk02-9;98-exclamation_point02-9;98-five_point_star01-9;98-exclamation_point09-9;98-five_point_star06-9;98-five_point_star04-9;98-five_point_star03-9;98-half_note05-9;98-half_note07-9;98-half_note10-9;98-line02-9;98-line07-9;98-line06-9;98-null09-9;98-null04-9;98-null10-9;98-pitchfork07-9;98-pitchfork08-9;98-six_point_star01-9;98-six_point_star10-9;98-six_point_star06-9;98-six_point_star02-9;,98-X10,X,1,0.947095,98-X08,X08;0.947095;X08;0.927287;X02;0.898172;X02;0.893557;X05;0.862804;X02;0.861253;X08;0.860599;X05;0.845515;X08;0.839686;X02;0.829308;X05;0.822573;N04;0.817135;N04;0.817135;X05;0.814011;null10;0.813774;arrowhead05;0.804437;N04;0.802753;N04;0.802753;asterisk01;0.794272;arrowhead04;0.780791;N03;0.773624;N03;0.761635;pitchfork07;0.757208;null09;0.750534;asterisk02;0.749487;asterisk02;0.749487;H02;0.746452;H02;0.746452;T05;0.736808;T05;0.736808;H06;0.734692;null04;0.728385;H06;0.727805;asterisk02;0.723875;asterisk02;0.723875;pitchfork08;0.722039;pitchfork07;0.719012;I07;0.714253;I07;0.714253;null10;0.712085;T09;0.711893;asterisk01;0.706319;pitchfork08;0.703476;arrowhead05;0.692555;H02;0.687959;H02;0.687959;H02;0.686314;H02;0.686314;N04;0.68576;N04;0.68576;
98,H,1,4,64,98-H01-1;98-H01-1;98-H01-1;98-H01-1;98-H10-1;98-H10-1;98-H07-1;98-H06-1;98-N01-1;98-I08-1;98-I03-1;98-I03-1;98-N06-1;98-N05-1;98-P01-1;98-N05-1;98-P09-1;98-P04-1;98-P06-1;98-P07-1;98-T06-1;98-T02-1;98-T05-1;98-X01-1;98-X10-1;98-X07-1;98-X03-1;98-X07-1;98-arrowhead02-1;98-arrowhead03-1;98-arrowhead10-1;98-arrowhead09-1;98-exclamation_point01-1;98-asterisk06-1;98-asterisk04-1;98-asterisk05-1;98-exclamation_point10-1;98-exclamation_point03-1;98-exclamation_point05-1;98-exclamation_point07-1;98-five_point_star07-1;98-five_point_star06-1;98-five_point_star09-1;98-five_point_star06-1;98-half_note04-1;98-half_note02-1;98-half_note04-1;98-half_note10-1;98-line06-1;98-line06-1;98-line08-1;98-line05-1;98-null07-1;98-null06-1;98-null10-1;98-null02-1;98-pitchfork08-1;98-pitchfork09-1;98-pitchfork04-1;98-pitchfork07-1;98-six_point_star03-1;98-six_point_star06-1;98-six_point_star08-1;98-six_point_star06-1;,98-H06,H,1,0.998756,98-H06,H06;0.998756;H10;0.934084;H10;0.934084;H07;0.906942;H01;0.892297;H01;0.892297;H01;0.892297;H01;0.892297;I03;0.871921;I03;0.871921;H07;0.845397;H01;0.843006;H01;0.843006;H01;0.843006;H01;0.843006;I08;0.839399;H10;0.832079;H10;0.832079;I03;0.83106;I03;0.83106;H06;0.826671;I08;0.82375;H10;0.775756;H10;0.775756;H06;0.769985;half_note02;0.764561;P07;0.763609;H01;0.762892;H01;0.762892;H01;0.762892;H01;0.762892;P06;0.761393;P01;0.752967;H01;0.747896;H01;0.747896;H01;0.747896;H01;0.747896;N06;0.743966;N01;0.736728;half_note10;0.731771;N06;0.731134;P04;0.729534;P09;0.727089;H07;0.724419;H10;0.722217;H10;0.722217;N01;0.720731;N01;0.719826;N05;0.717863;N05;0.717863;
98,asterisk,2,4,64,98-D08-2;98-D06-2;98-D02-2;98-D02-2;98-H06-2;98-H02-2;98-I01-2;98-H03-2;98-N01-2;98-I05-2;98-I06-2;98-I08-2;98-N10-2;98-N04-2;98-P01-2;98-N04-2;98-P03-2;98-P07-2;98-P02-2;98-T01-2;98-X01-2;98-T03-2;98-T09-2;98-T02-2;98-X02-2;98-X09-2;98-X07-2;98-X07-2;98-arrowhead02-2;98-arrowhead03-2;98-arrowhead08-2;98-arrowhead07-2;98-asterisk05-2;98-asterisk10-2;98-asterisk10-2;98-asterisk03-2;98-exclamation_point02-2;98-exclamation_point10-2;98-exclamation_point10-2;98-exclamation_point05-2;98-five_point_star05-2;98-five_point_star06-2;98-five_point_star07-2;98-five_point_star09-2;98-half_note07-2;98-half_note07-2;98-half_note02-2;98-half_note04-2;98-line07-2;98-line05-2;98-line04-2;98-null01-2;98-null06-2;98-null03-2;98-null02-2;98-null09-2;98-pitchfork03-2;98-pitchfork07-2;98-pitchfork06-2;98-pitchfork04-2;98-six_point_star08-2;98-six_point_star05-2;98-six_point_star10-2;98-six_point_star10-2;,98-asterisk07,asterisk,1,0.965851,98-asterisk05,asterisk05;0.965851;asterisk05;0.909766;asterisk03;0.8918;asterisk10;0.867185;asterisk10;0.867185;asterisk03;0.852072;asterisk10;0.835116;asterisk10;0.835116;asterisk10;0.798205;asterisk10;0.798205;asterisk03;0.789946;asterisk10;0.785062;asterisk10;0.785062;asterisk05;0.754419;asterisk05;0.740102;asterisk05;0.730568;asterisk05;0.730281;asterisk10;0.700887;asterisk10;0.700887;asterisk10;0.694024;asterisk10;0.694024;asterisk03;0.693036;asterisk05;0.68955;asterisk03;0.689457;asterisk10;0.687854;asterisk10;0.687854;asterisk05;0.68542;asterisk10;0.685053;asterisk10;0.685053;N04;0.682353;N04;0.682353;asterisk03;0.676815;asterisk05;0.674205;H02;0.673759;H02;0.65856;asterisk03;0.653952;asterisk03;0.652113;asterisk10;0.651025;asterisk10;0.651025;I05;0.645558;H06;0.645225;asterisk03;0.645084;asterisk03;0.645017;asterisk03;0.644256;H06;0.640296;asterisk03;0.63642;asterisk10;0.63288;asterisk10;0.63288;asterisk05;0.632764;asterisk10;0.627496;
98,P,3,4,64,98-D09-3;98-D08-3;98-D03-3;98-D07-3;98-H05-3;98-H03-3;98-H06-3;98-H05-3;98-I07-3;98-I07-3;98-N01-3;98-I09-3;98-N04-3;98-N02-3;98-N03-3;98-N08-3;98-P05-3;98-P05-3;98-T01-3;98-P07-3;98-T03-3;98-T08-3;98-T05-3;98-T02-3;98-X03-3;98-X03-3;98-X07-3;98-X03-3;98-arrowhead05-3;98-arrowhead06-3;98-arrowhead05-3;98-arrowhead09-3;98-asterisk02-3;98-asterisk09-3;98-asterisk06-3;98-asterisk09-3;98-exclamation_point05-3;98-exclamation_point03-3;98-exclamation_point06-3;98-exclamation_point04-3;98-five_point_star03-3;98-half_note01-3;98-five_point_star05-3;98-half_note01-3;98-line01-3;98-half_note05-3;98-line01-3;98-line01-3;98-line08-3;98-line04-3;98-line08-3;98-line10-3;98-null08-3;98-null09-3;98-null08-3;98-null09-3;98-pitchfork02-3;98-pitchfork04-3;98-pitchfork02-3;98-pitchfork09-3;98-six_point_star07-3;98-six_point_star05-3;98-six_point_star07-3;98-six_point_star10-3;,98-P09,P,1,0.924643,98-P07,P07;0.924643;D09;0.834716;D07;0.79893;half_note05;0.775496;N03;0.769392;N02;0.769009;N04;0.766631;D03;0.765574;D08;0.759146;N08;0.757885;N01;0.7445;N03;0.74026;asterisk02;0.738595;N01;0.734591;N04;0.733106;N08;0.7308;asterisk02;0.729861;H06;0.727089;half_note01;0.722758;half_note01;0.722758;N04;0.716972;N01;0.711049;asterisk09;0.710208;asterisk09;0.710208;N02;0.707483;H06;0.704187;asterisk06;0.702147;N08;0.701299;H03;0.694635;asterisk09;0.69379;asterisk09;0.69379;asterisk02;0.691582;N02;0.691477;H06;0.688506;asterisk09;0.68592;asterisk09;0.68592;H03;0.680176;asterisk09;0.679773;asterisk09;0.679773;P05;0.677968;P05;0.677968;asterisk06;0.675752;asterisk02;0.671226;N02;0.670802;asterisk09;0.668252;asterisk09;0.668252;asterisk06;0.665998;H05;0.665461;H05;0.665461;H03;0.664572;
98,pitchfork,4,4,64,98-D09-4;98-D10-4;98-D07-4;98-D05-4;98-H09-4;98-H04-4;98-H02-4;98-H09-4;98-I05-4;98-I08-4;98-I02-4;98-I04-4;98-N05-4;98-N09-4;98-N05-4;98-N06-4;98-T01-4;98-T01-4;98-P04-4;98-P05-4;98-T10-4;98-T08-4;98-T03-4;98-X01-4;98-X08-4;98-X10-4;98-X02-4;98-X02-4;98-arrowhead05-4;98-arrowhead02-4;98-arrowhead08-4;98-asterisk01-4;98-asterisk04-4;98-asterisk10-4;98-asterisk05-4;98-asterisk02-4;98-exclamation_point09-4;98-exclamation_point07-4;98-exclamation_point02-4;98-exclamation_point07-4;98-five_point_star08-4;98-five_point_star07-4;98-half_note01-4;98-five_point_star02-4;98-half_note04-4;98-half_note04-4;98-half_note06-4;98-half_note07-4;98-line05-4;98-line10-4;98-line03-4;98-line10-4;98-null03-4;98-null07-4;98-null05-4;98-null05-4;98-pitchfork09-4;98-pitchfork07-4;98-pitchfork04-4;98-pitchfork04-4;98-six_point_star05-4;98-six_point_star08-4;98-six_point_star06-4;98-six_point_star03-4;,98-pitchfork03,pitchfork,1,0.964906,98-pitchfork04,pitchfork04;0.964906;pitchfork04;0.964906;pitchfork09;0.93215;pitchfork07;0.917011;null07;0.738943;X02;0.728419;X02;0.728419;arrowhead02;0.704679;null05;0.695918;null05;0.695918;arrowhead05;0.672528;I08;0.658416;I02;0.654712;N09;0.651705;I05;0.642182;N05;0.641848;N05;0.641848;I02;0.636043;I04;0.635924;I05;0.635442;H09;0.632716;H09;0.632716;N05;0.631794;N05;0.631794;N09;0.624289;N06;0.617968;N06;0.616809;H04;0.615195;I08;0.612267;I05;0.611784;I02;0.611647;N06;0.611375;I08;0.611133;I08;0.610722;I05;0.610282;I04;0.609923;I04;0.608274;H02;0.607183;I02;0.605421;I02;0.604503;I04;0.603871;N06;0.602864;H09;0.602329;H09;0.602329;H02;0.601498;six_point_star06;0.601293;P04;0.601099;six_point_star03;0.601028;H04;0.600997;N09;0.600048;
98,line,5,4,64,98-D09-5;98-D07-5;98-D07-5;98-D05-5;98-H10-5;98-H05-5;98-H05-5;98-I01-5;98-I10-5;98-I04-5;98-I02-5;98-I04-5;98-N10-5;98-N05-5;98-N07-5;98-N07-5;98-P07-5;98-P08-5;98-P09-5;98-P04-5;98-T04-5;98-T04-5;98-T09-5;98-T05-5;98-X07-5;98-X03-5;98-X05-5;98-arrowhead01-5;98-arrowhead06-5;98-arrowhead03-5;98-arrowhead03-5;98-asterisk01-5;98-asterisk02-5;98-asterisk08-5;98-asterisk02-5;98-asterisk07-5;98-exclamation_point10-5;98-five_point_star01-5;98-exclamation_point06-5;98-exclamation_point09-5;98-five_point_star07-5;98-five_point_star08-5;98-five_point_star03-5;98-five_point_star02-5;98-line01-5;98-half_note07-5;98-half_note10-5;98-line01-5;98-line06-5;98-null01-5;98-line02-5;98-line07-5;98-null08-5;98-null07-5;98-null03-5;98-null05-5;98-pitchfork04-5;98-pitchfork09-5;98-pitchfork03-5;98-pitchfork10-5;98-six_point_star03-5;98-six_point_star06-5;98-six_point_star08-5;98-six_point_star06-5;,98-line03,line,1,0.995773,98-line06,line06;0.995773;line06;0.994219;line07;0.992636;line07;0.992131;exclamation_point06;0.99165;exclamation_point06;0.991584;exclamation_point06;0.990721;exclamation_point06;0.990446;line02;0.990319;line02;0.989321;line01;0.987874;line01;0.987874;line01;0.987636;line01;0.987636;exclamation_point10;0.983573;exclamation_point10;0.983077;exclamation_point09;0.982393;exclamation_point10;0.981876;exclamation_point10;0.981764;exclamation_point09;0.980059;exclamation_point09;0.980022;exclamation_point09;0.977727;arrowhead01;0.717736;arrowhead01;0.699121;arrowhead01;0.698366;exclamation_point06;0.684852;exclamation_point06;0.683195;arrowhead06;0.67626;T09;0.672947;T09;0.672645;T09;0.672021;T04;0.671472;T04;0.671472;exclamation_point10;0.666576;T04;0.666342;T04;0.666342;exclamation_point10;0.664301;T05;0.662605;arrowhead01;0.662289;arrowhead01;0.660943;T09;0.660669;arrowhead03;0.651786;arrowhead03;0.651786;N07;0.648868;N07;0.648868;T05;0.647566;T05;0.643409;arrowhead06;0.642406;H05;0.640248;H05;0.640248;
